         410855 function calls (410654 primitive calls) in 15.591 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       63    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\ipykernel\iostream.py:505(parent_header)
        7    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:202(_check)
      325    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
     11/1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\joblib\hashing.py:182(save)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\umap\umap_.py:143(smooth_knn_dist)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_compressed.py:260(_sub_sparse)
       15    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\ipykernel\ipkernel.py:774(init_closure)
      516    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_utils_impl.py:715(drop_metadata)
     2848    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      516    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
       12    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:69(_wrapreduction)
      145    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\numeric.py:1927(isscalar)
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:3261(signature)
     1281    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\validation.py:90(_assert_all_finite)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\joblib\hashing.py:161(__init__)
       63    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\IPython\core\displaypub.py:150(is_publishing)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\umap\utils.py:14(fast_knn_indices)
      718    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_compressed.py:492(sum)
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:3007(from_callable)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\IPython\core\interactiveshell.py:334(_modified_open)
      324    0.000    0.000    0.000    0.000 {built-in method time.time}
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:2435(_signature_from_callable)
       66    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
      191    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_base.py:365(nnz)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_compressed.py:1166(_with_data)
        8    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2338(sum)
      770    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      258    0.000    0.000    0.000    0.000 Z:\Python311\Lib\concurrent\futures\_base.py:398(__get_result)
       15    0.000    0.000    0.000    0.000 Z:\Python311\Lib\threading.py:856(__init__)
      258    0.000    0.000    0.000    0.000 Z:\Python311\Lib\threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\csgraph\_validation.py:12(validate_graph)
      516    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\format.py:198(_check_version)
       78    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:345(isscalarlike)
     1554    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      155    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\__init__.py:339(__getattr__)
      774    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'commit' of 'sqlite3.Connection' objects}
      527    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\concurrent\futures\_base.py:155(_create_and_install_waiters)
      501    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\notebook.py:247(__iter__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_base.py:1293(sum)
      519    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      516    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
      263    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
      516    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:2331(_signature_from_function)
     10/1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\joblib\hashing.py:73(save)
     10/1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:535(save)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\base.py:233(get_params)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_matrix.py:47(__rmul__)
      261    0.000    0.000    0.000    0.000 {method 'is_dir' of 'nt.DirEntry' objects}
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_base.py:886(_rmatmul_dispatch)
      669    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
      4/1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:874(save_tuple)
       20    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\base.py:202(_get_param_names)
       32    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:444(check_shape)
       89    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_data.py:134(_mul_scalar)
       66    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
       15    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:75(<listcomp>)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:227(transpose)
        8    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_compressed.py:1054(sum_duplicates)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_base.py:910(__rmatmul__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\utils.py:297(_screen_shape_windows)
       12    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\ipykernel\ipkernel.py:781(_clean_thread_parent_frames)
      599    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      325    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:651(_rmatmul_dispatch)
    30/28    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:104(make_constraint)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_compressed.py:516(_minor_reduce)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_construct.py:322(identity)
       16    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\umap\umap_.py:1400(curve)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_construct.py:453(eye)
      121    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\getlimits.py:697(__init__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_construct.py:416(_eye)
      253    0.000    0.000    0.000    0.000 Z:\Python311\Lib\threading.py:1168(ident)
      283    0.000    0.000    0.000    0.000 Z:\Python311\Lib\threading.py:575(is_set)
      475    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_construct.py:229(diags)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_dia.py:23(__init__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\metrics\pairwise.py:75(check_pairwise_arrays)
       61    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      303    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
      602    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       26    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:165(_getnnz)
      516    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedWriter' objects}
       63    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_twodim_base_impl.py:497(triu)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\concurrent\futures\_base.py:144(__init__)
      217    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_data.py:69(astype)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\_lib\_util.py:511(getfullargspec_no_self)
       86    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_construct.py:93(diags_array)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_compressed.py:977(tocoo)
       20    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\torch\nn\modules\batchnorm.py:450(_check_input_dim)
      200    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       61    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\utils.py:108(__init__)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\ctypes\__init__.py:48(create_string_buffer)
      218    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_base.py:98(_shape_as_2d)
        9    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.coo_tocsr}
        4    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HASH' objects}
       61    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\std.py:167(colour)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\notebook.py:202(__init__)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\std.py:663(__new__)
        4    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_csc.py:44(tocsr)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:256(islink)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\externals\array_api_compat\_internal.py:32(wrapped_f)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\asyncio.py:23(__init__)
        6    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\ipykernel\ipkernel.py:796(<setcomp>)
      516    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_npyio_impl.py:497(_save_dispatcher)
       40    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_data.py:21(__init__)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_compressed.py:1101(sort_indices)
       20    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:2669(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method nt.lstat}
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_twodim_base_impl.py:376(tri)
      179    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_base.py:94(ndim)
       17    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
      545    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
      258    0.000    0.000    0.000    0.000 Z:\Python311\Lib\concurrent\futures\thread.py:47(__init__)
       63    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
      108    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      259    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:626(_transpose_dispatcher)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_function_base_impl.py:1369(diff)
       63    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\IPython\core\displayhook.py:118(is_active)
        2    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_sort_indices}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\_lib\_util.py:410(_asarray_validated)
       65    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:558(is_pydata_spmatrix)
       61    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\utils.py:112(__format__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:676(_matmul_dispatch)
       22    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\_config.py:35(get_config)
       17    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\_methods.py:42(_amax)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\std.py:679(_get_free_pos)
      165    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_compressed.py:118(_getnnz)
        2    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_plus_csr}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\joblib\hashing.py:103(save_global)
       15    0.000    0.000    0.000    0.000 Z:\Python311\Lib\threading.py:1051(_stop)
      516    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_function_base_impl.py:579(asarray_chkfinite)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:3735(mean)
      269    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:1251(argmax)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\umap\umap_.py:906(make_epochs_per_sample)
       63    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       87    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\linalg\_eigen\arpack\arpack.py:390(__init__)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\pickle.py:1056(save_global)
        8    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\torch\nn\modules\container.py:230(__iter__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\umap\umap_.py:351(compute_membership_strengths)
       40    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_base.py:138(__init__)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:502(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\_methods.py:118(_mean)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_base.py:390(T)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\_config.py:233(config_context)
       65    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_csr.py:22(transpose)
       53    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       32    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:372(isshape)
      215    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\optimize\_minpack_py.py:22(_check_func)
        2    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_minus_csr}
        5    0.000    0.000    0.000    0.000 Z:\Python311\Lib\_weakrefset.py:63(__iter__)
        8    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_compressed.py:1025(has_canonical_format)
        5    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\numerictypes.py:381(isdtype)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_coo.py:557(eliminate_zeros)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_construct.py:27(spdiags)
        2    0.000    0.000    0.000    0.000 Z:\Python311\Lib\contextlib.py:141(__exit__)
       14    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_array_api.py:387(get_namespace)
        1    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
       61    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\std.py:163(colour)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\std.py:682(<setcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_matmat}
        3    0.000    0.000    0.000    0.000 {method 'reduceat' of 'numpy.ufunc' objects}
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\validation.py:381(_num_samples)
        5    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_base.py:254(_ascontainer)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\concurrent\futures\_base.py:77(__init__)
      259    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
       76    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\_lib\_util.py:141(_prune_array)
       96    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:472(<genexpr>)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\concurrent\futures\_base.py:223(<genexpr>)
       14    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\optimize\_lsq\least_squares.py:102(prepare_bounds)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\joblib\parallel.py:927(effective_n_jobs)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\fromnumeric.py:211(reshape)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\function_base.py:25(linspace)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\lib\_arraysetops_impl.py:145(unique)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\externals\array_api_compat\numpy\_aliases.py:116(astype)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\umap\umap_.py:1752(_validate_parameters)
       65    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:59(upcast_char)
        4    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\_config.py:63(set_config)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\externals\array_api_compat\common\_aliases.py:447(reshape)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\std.py:686(_decr_instances)
       20    0.000    0.000    0.000    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
       17    0.000    0.000    0.000    0.000 Z:\Python311\Lib\_weakrefset.py:85(add)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\utils.py:213(__init__)
       77    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:402(isdense)
        3    0.000    0.000    0.000    0.000 Z:\Python311\Lib\inspect.py:2955(__init__)
        5    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\_sputils.py:599(asmatrix)
       20    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\torch\backends\__init__.py:38(__get__)
        3    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\utils\_param_validation.py:486(__contains__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\umap\umap_.py:930(noisy_scale_coords)
       15    0.000    0.000    0.000    0.000 Z:\Python311\Lib\threading.py:829(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\joblib\parallel.py:130(get_active_backend)
       14    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\_methods.py:46(_amin)
        2    0.000    0.000    0.000    0.000 {method 'squeeze' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_elmul_csr}
      258    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\linalg\_interface.py:866(aslinearoperator)
        6    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\tqdm\std.py:110(__enter__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\scipy\sparse\linalg\_eigen\arpack\arpack.py:583(extract)
       64    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\getlimits.py:708(min)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\matrixlib\defmatrix.py:293(sum)
        6    0.000    0.000    0.000    0.000 Z:\Python311\Lib\threading.py:1501(enumerate)
       26    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\_config.py:27(_get_threadlocal_config)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numba\np\ufunc\parallel.py:379(_launch_threads)
        2    0.000    0.000    0.000    0.000 {method 'outer' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\concurrent\futures\_base.py:61(__init__)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\joblib\parallel.py:141(_get_active_backend)
        1    0.000    0.000    0.000    0.000 {method 'numpy' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\sklearn\externals\array_api_compat\common\_aliases.py:651(sign)
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numba\np\ufunc\parallel.py:627(get_num_threads)
       10    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\joblib\hashing.py:53(__init__)
        1    0.000    0.000    0.000    0.000 Z:\Python311\Lib\concurrent\futures\thread.py:123(__init__)
        2    0.000    0.000    0.000    0.000 z:\CODING\UNI\BIG_DATA\venv\Lib\site-packages\numpy\_core\numeric.py:646(flatnonzero)
