         2609379 function calls (2609282 primitive calls) in 9.795 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        2    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\re\_parser.py:274(getuntil)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\lzma.py:38(LZMAFile)
       18    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        3    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\re\_compiler.py:407(_generate_overlap_table)
       18    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       22    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        7    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       10    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\re\_compiler.py:570(isstring)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\functools.py:477(lru_cache)
       19    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\re\_parser.py:113(__init__)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\_compression.py:33(DecompressReader)
       24    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:2416(_all_dispatcher)
       15    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        8    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\re\_parser.py:953(fix_flags)
        6    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\argparse.py:2286(_parse_optional)
       34    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        9    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       15    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        9    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       18    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       20    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\argparse.py:206(__init__)
        3    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\argparse.py:979(__call__)
        2    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\re\_parser.py:304(checkgroupname)
        9    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        8    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\enum.py:1292(value)
        2    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       14    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\site-packages\numpy\core\multiarray.py:153(concatenate)
       12    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:2317(_any_dispatcher)
       12    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\site-packages\numpy\lib\function_base.py:3987(_percentile_dispatcher)
        8    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\re\_parser.py:172(__setitem__)
        4    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        8    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\re\_compiler.py:428(_get_iscased)
        5    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\re\_parser.py:77(__init__)
       12    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\site-packages\numpy\lib\function_base.py:111(<lambda>)
       12    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        3    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\re\_compiler.py:31(_combine_flags)
        2    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\re\_compiler.py:467(_get_charset_prefix)
        3    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\argparse.py:2269(_match_arguments_partial)
        3    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\argparse.py:2376(_get_nargs_pattern)
       12    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\site-packages\numpy\lib\arraysetops.py:133(_unique_dispatcher)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        6    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        9    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\site-packages\_distutils_hack\__init__.py:109(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\_compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\argparse.py:1886(_get_positional_actions)
        4    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\collections\__init__.py:429(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\re\_parser.py:166(__delitem__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\site-packages\numpy\core\shape_base.py:77(_atleast_2d_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:2096(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        3    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\argparse.py:2585(_check_value)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\site-packages\numpy\linalg\linalg.py:2379(_norm_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:2508(_cumsum_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\shutil.py:70(SameFileError)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\argparse.py:1349(__init__)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:2172(_sum_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\shutil.py:67(Error)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:775(_argpartition_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:1021(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\shutil.py:73(SpecialFileError)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\shutil.py:77(ExecError)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\shutil.py:87(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\shutil.py:80(ReadError)
        1    0.000    0.000    0.000    0.000 C:\Anaconda3\Lib\shutil.py:83(RegistryError)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)


